day1_temp,day1_humid,day1_windspd,day2_temp,day2_humid,day2_windspd,day3_temp,day3_humid,day3_windspd,day4_temp,day4_humid,day4_windspd,day5_temp,day5_humid,day5_windspd,y_day6_temp,y_change
13.6,0.54,2.9,15.1,0.65,1.9,14.3,0.66,1.5,14.3,0.82,2.7,16.0,0.83,2.1,16.3,1
16.4,0.72,1.8,16.4,0.66,2.7,12.1,0.79,1.7,13.4,0.79,1.4,15.1,0.82,0.9,15.2,1
14.3,0.67,3.5,16.7,0.83,3.7,15.2,0.84,1.4,15.6,0.84,1.6,15.1,0.89,1.3,16.5,1
15.5,0.83,2.5,15.5,0.91,1.8,14.9,0.91,1.8,13.9,0.81,1.6,13.4,0.92,1.8,13.7,1
13.0,0.9,2.2,12.5,0.88,1.5,12.4,0.85,1.6,10.3,0.88,1.6,9.1,0.91,2.7,12.6,1
11.4,0.67,2.6,8.9,0.8,0.5,12.2,0.78,1.2,10.1,0.8,3.9,9.5,0.84,2.8,9.9,1
9.3,0.91,0.9,7.2,0.92,1.4,6.6,0.91,1.2,4.7,0.88,1.3,5.7,0.86,3.2,8.4,1
9.3,0.9,4.1,9.8,0.91,3.1,10.0,0.94,0.7,11.0,0.94,1.0,7.4,0.89,1.0,4.9,0
4.5,0.91,4.4,5.9,0.68,3.5,2.8,0.65,1.7,2.1,0.75,2.8,2.5,0.9,2.7,1.3,0
-2.5,0.63,5.1,-1.0,0.69,2.0,-0.9,0.78,0.9,1.4,0.87,0.5,4.4,0.85,1.0,6.2,1
8.2,0.62,3.2,2.9,0.75,1.2,0.7,0.77,0.7,0.1,0.85,1.1,5.0,0.85,1.5,0.4,0
0.5,0.89,2.2,1.7,0.94,1.1,1.0,0.92,1.3,6.5,0.93,3.5,8.0,0.92,2.5,6.7,0
3.1,0.91,1.3,5.3,0.91,3.9,6.2,0.91,1.9,5.1,0.9,2.2,5.0,0.88,2.8,4.5,0
7.6,0.92,3.3,9.0,0.76,5.6,4.4,0.91,1.1,8.8,0.94,2.5,7.6,0.91,2.6,7.6,0
8.2,0.85,4.7,6.4,0.93,1.6,5.3,0.9,2.8,7.6,0.85,4.8,7.7,0.86,3.3,5.4,0
3.6,0.89,2.8,7.1,0.86,3.8,4.9,0.93,1.3,2.0,0.91,2.5,7.7,0.85,5.2,4.3,0
4.2,0.8,2.2,4.9,0.86,2.4,3.4,0.75,2.3,0.5,0.82,1.3,-2.4,0.83,1.0,-3.2,0
-2.3,0.89,1.1,0.7,0.89,0.8,-2.5,0.96,0.7,-1.5,0.95,1.4,1.4,0.9,1.1,4.0,1
0.0,0.93,0.5,-1.4,0.98,0.9,-0.8,0.93,0.7,-2.8,0.92,0.5,-3.5,0.95,0.4,3.9,1
0.9,0.96,0.9,3.9,0.85,2.8,2.3,0.7,1.9,0.7,0.78,1.0,5.2,0.92,2.5,0.4,0
-0.7,0.97,0.5,0.9,0.97,0.6,4.7,0.9,3.7,5.6,0.85,3.9,3.1,0.69,2.6,-1.7,0
-0.6,0.89,1.6,3.4,0.66,2.7,3.7,0.68,4.9,5.4,0.74,4.4,4.2,0.57,4.0,-0.2,0
0.6,0.88,2.5,-2.2,0.77,1.8,-3.0,0.82,5.0,-3.7,0.76,5.6,-7.2,0.67,2.5,-10.0,0
-8.3,0.75,1.9,-10.8,0.85,0.7,-3.9,0.75,1.9,-4.6,0.57,2.6,-4.4,0.8,2.8,-5.5,0
-4.6,0.88,0.7,0.5,0.84,3.3,0.1,0.81,1.0,1.9,0.79,1.6,3.8,0.57,2.9,1.6,0
-0.6,0.65,2.0,-7.4,0.75,6.4,-8.8,0.78,3.6,-6.5,0.81,4.0,-5.1,0.76,2.3,-8.0,0
-11.9,0.82,2.4,-6.3,0.79,5.1,-3.0,0.79,4.2,-1.8,0.83,2.8,-0.5,0.91,1.7,0.7,1
2.2,0.93,3.9,1.2,0.88,0.8,-1.5,0.96,1.2,-6.5,0.76,5.0,-11.6,0.72,5.4,-8.8,1
-6.4,0.8,3.4,-3.7,0.81,4.0,-1.9,0.86,5.7,-0.6,0.86,3.7,-0.4,0.84,1.8,-0.4,0
1.0,0.87,3.8,2.5,0.79,1.9,1.5,0.92,0.5,1.7,0.9,2.1,2.2,0.82,2.3,2.8,1
3.7,0.87,1.5,3.1,0.81,1.6,0.8,0.94,1.1,1.5,0.87,1.8,2.9,0.88,0.7,4.3,1
4.7,0.77,2.1,5.3,0.67,1.7,6.8,0.73,2.3,4.4,0.64,4.2,3.8,0.49,3.8,2.7,0
2.4,0.5,4.2,3.9,0.48,4.1,3.4,0.5,3.2,3.6,0.53,2.9,4.5,0.63,5.6,8.2,1
6.7,0.56,1.7,6.5,0.57,0.9,7.2,0.55,0.7,7.2,0.56,1.2,7.3,0.57,1.4,7.6,1
7.3,0.45,2.7,6.9,0.52,1.3,7.1,0.55,3.0,6.0,0.39,4.0,8.0,0.49,2.4,6.5,0
2.9,0.31,3.3,2.9,0.36,3.4,0.1,0.64,1.8,0.9,0.78,3.1,5.2,0.78,2.1,9.9,1
10.0,0.45,1.7,9.9,0.59,1.1,11.1,0.6,1.5,10.6,0.64,2.0,9.7,0.67,2.1,8.4,0
7.5,0.41,3.8,6.3,0.54,5.5,4.4,0.28,4.6,4.4,0.42,2.6,5.1,0.88,3.2,9.8,1
8.5,0.92,1.9,10.0,0.93,0.9,9.9,0.9,1.3,12.9,0.52,2.6,10.7,0.45,3.3,10.9,1
11.5,0.51,2.5,12.4,0.43,2.3,14.1,0.41,2.5,13.1,0.49,2.5,12.6,0.53,2.3,9.1,0
8.8,0.81,4.0,10.1,0.74,3.5,10.0,0.65,2.7,9.0,0.54,3.1,8.8,0.53,2.4,9.0,1
9.4,0.68,2.9,9.3,0.79,1.7,8.7,0.88,3.0,9.1,0.45,4.0,8.7,0.51,2.5,9.3,1
8.0,0.8,2.9,11.8,0.79,5.8,12.8,0.7,4.3,11.5,0.67,1.5,11.9,0.58,3.1,11.7,0
12.6,0.78,3.7,12.9,0.82,3.4,11.9,0.5,2.7,11.7,0.47,3.0,9.6,0.76,5.7,13.4,1
12.5,0.84,4.6,12.9,0.82,3.5,9.4,0.84,4.8,15.3,0.51,3.5,16.4,0.45,1.9,18.0,1
19.2,0.47,1.6,21.4,0.42,2.0,22.3,0.44,1.6,23.5,0.43,1.3,23.2,0.45,1.7,23.4,1
23.8,0.39,3.4,18.8,0.39,4.0,13.4,0.47,2.7,11.3,0.51,4.3,13.2,0.4,2.0,16.6,1
12.4,0.69,3.0,15.5,0.66,1.7,17.2,0.5,3.0,18.4,0.61,3.2,18.3,0.68,2.4,13.8,0
13.5,0.9,3.9,15.8,0.81,1.6,16.5,0.73,1.4,17.4,0.64,3.7,16.9,0.65,2.9,17.1,1
13.9,0.78,2.6,14.6,0.84,1.5,15.9,0.7,2.2,16.6,0.71,2.9,14.6,0.84,3.7,15.8,1
17.3,0.82,4.3,19.9,0.57,5.4,18.2,0.67,2.4,16.2,0.86,1.4,14.5,0.83,1.7,15.0,1
14.1,0.82,2.0,14.2,0.81,1.4,16.1,0.72,2.1,15.1,0.82,2.0,17.6,0.63,3.8,18.3,1
16.0,0.81,3.8,16.0,0.75,3.9,15.4,0.62,2.2,14.8,0.55,3.0,16.7,0.57,2.5,17.0,1
15.8,0.75,2.2,16.2,0.73,1.8,18.3,0.69,1.9,16.4,0.8,2.5,15.4,0.78,4.0,15.6,1
14.9,0.65,2.0,13.4,0.81,0.9,17.6,0.55,3.0,16.6,0.67,2.6,15.9,0.77,4.2,16.9,1
15.2,0.8,3.5,17.4,0.81,3.3,20.7,0.71,1.6,21.5,0.64,1.8,20.7,0.66,2.3,20.9,1
19.1,0.79,3.1,17.6,0.89,3.1,19.3,0.85,1.6,17.8,0.78,3.4,15.4,0.76,2.5,15.7,1
16.6,0.7,3.8,14.3,0.64,4.3,14.7,0.64,2.2,13.1,0.85,1.6,16.3,0.69,3.1,18.8,1
20.2,0.55,3.3,19.4,0.57,1.7,19.0,0.68,1.9,16.9,0.52,4.0,14.8,0.53,2.6,11.9,0
11.7,0.47,2.6,11.2,0.57,2.1,10.0,0.59,1.8,10.6,0.61,1.8,10.3,0.73,2.0,13.7,1
10.6,0.54,4.9,11.0,0.48,5.5,11.5,0.74,1.5,13.9,0.58,2.2,15.5,0.68,1.6,16.0,1
12.9,0.62,2.7,11.7,0.79,4.1,12.6,0.65,2.6,13.1,0.53,3.1,10.9,0.61,2.3,12.1,1
10.6,0.4,4.7,7.4,0.85,1.1,10.7,0.62,2.6,7.3,0.58,1.9,5.5,0.86,1.3,8.8,1
10.8,0.74,3.2,10.3,0.76,2.5,10.6,0.85,3.0,13.8,0.89,3.8,12.0,0.87,3.7,10.8,0
8.9,0.59,4.2,7.2,0.57,5.2,7.4,0.77,8.3,12.1,0.87,3.3,11.7,0.85,1.2,9.6,0
8.5,0.84,1.1,8.6,0.86,1.7,7.4,0.82,1.2,7.9,0.84,1.3,10.2,0.69,2.2,7.2,0
5.0,0.7,1.6,5.2,0.69,1.9,5.8,0.84,1.4,5.3,0.6,3.6,5.3,0.72,1.2,9.9,1
10.3,0.89,1.5,11.3,0.78,3.9,8.0,0.65,2.5,4.5,0.5,2.6,2.7,0.61,2.2,5.0,1
7.3,0.78,1.4,7.8,0.84,3.2,5.9,0.84,1.2,3.9,0.9,0.8,3.2,0.88,1.0,2.3,0
7.5,0.9,3.7,9.5,0.92,6.3,9.0,0.87,3.2,4.2,0.75,1.4,3.0,0.81,2.1,7.9,1
2.2,0.74,1.8,6.8,0.67,2.2,3.2,0.61,1.8,4.7,0.86,2.7,4.0,0.6,3.4,2.4,0
4.1,0.83,2.4,2.9,0.59,5.4,1.0,0.52,2.5,-1.3,0.71,1.1,1.7,0.61,3.0,1.1,0
0.0,0.6,3.4,-3.7,0.81,1.1,-1.7,0.88,0.5,0.1,0.92,0.5,0.9,0.98,0.6,0.6,0
-0.9,0.91,1.0,0.7,0.91,1.2,2.3,0.96,1.2,0.8,0.75,3.5,-0.7,0.87,2.3,0.9,1
1.0,0.44,5.3,0.2,0.48,3.0,-0.3,0.85,0.9,1.9,0.93,3.4,0.8,0.91,3.5,3.5,1
2.0,0.93,2.4,2.5,0.86,3.8,-1.0,0.84,0.9,4.4,0.96,1.8,6.3,0.86,4.2,3.9,0
2.5,0.74,1.7,0.9,0.86,3.7,2.1,0.81,2.8,0.4,0.69,3.8,-3.6,0.83,0.9,-6.6,0
-9.2,0.85,1.1,-7.6,0.91,0.7,-7.6,0.91,1.0,-7.1,0.88,0.5,-8.8,0.88,0.5,-9.2,0
-9.2,0.88,0.5,-8.8,0.93,0.7,-4.8,0.95,0.5,-5.4,0.93,0.6,0.5,0.95,2.0,0.4,0
1.5,0.94,1.8,5.6,0.91,5.2,2.6,0.89,2.1,4.6,0.94,3.2,0.5,0.85,1.2,0.0,0
-0.7,0.75,5.0,0.4,0.84,3.7,-2.3,0.8,5.2,-2.3,0.75,4.5,-2.1,0.85,4.0,-1.4,1
0.6,0.92,2.7,0.7,0.93,1.7,1.9,0.92,2.9,2.9,0.86,3.7,2.8,0.83,3.1,0.4,0
-1.4,0.89,1.4,2.8,0.94,3.7,4.5,0.92,4.7,3.9,0.91,3.2,1.6,0.85,2.3,1.8,1
3.5,0.67,3.8,0.7,0.79,1.5,-0.7,0.78,3.0,-2.1,0.64,2.0,-1.9,0.88,0.9,2.5,1
3.7,0.63,4.2,2.3,0.61,3.0,0.6,0.63,2.5,0.2,0.76,0.5,3.9,0.73,1.4,0.2,0
-0.1,0.92,3.9,1.1,0.92,3.6,-1.9,0.72,3.4,-2.2,0.9,1.9,1.0,0.83,2.7,1.6,1
1.5,0.91,3.2,2.4,0.73,1.6,2.3,0.91,1.5,4.0,0.89,1.7,2.5,0.88,1.4,1.6,0
-0.5,0.96,1.8,-0.8,0.88,1.2,-0.9,0.59,2.0,-2.2,0.57,1.9,-4.5,0.79,0.9,2.6,1
3.1,0.75,1.1,3.6,0.78,0.8,1.8,0.95,1.2,3.4,0.88,4.6,4.8,0.62,4.2,5.5,1
6.0,0.78,2.9,4.1,0.52,2.9,4.0,0.91,2.9,4.8,0.71,2.3,3.7,0.57,3.5,3.2,0
2.5,0.86,3.0,0.9,0.77,1.4,0.8,0.56,2.6,-2.0,0.48,2.7,0.2,0.55,3.6,1.7,1
-0.5,0.67,1.6,3.8,0.89,3.9,5.3,0.88,4.2,3.8,0.89,2.1,5.0,0.85,3.8,4.5,0
3.6,0.81,2.1,3.2,0.87,0.7,2.4,0.79,1.1,2.5,0.69,2.2,1.2,0.43,5.4,1.3,1
1.3,0.4,4.5,-1.8,0.59,3.3,-2.5,0.73,6.8,-5.6,0.46,4.6,-6.3,0.56,2.6,-4.4,1
-2.1,0.81,5.1,-1.2,0.66,3.2,-1.7,0.53,1.7,0.4,0.78,3.0,2.3,0.88,2.2,4.2,1
5.3,0.89,2.1,4.4,0.85,1.9,5.2,0.85,3.1,6.7,0.76,1.9,4.3,0.86,2.3,4.1,0
2.9,0.87,5.9,3.1,0.85,4.3,3.1,0.74,2.1,2.6,0.79,1.6,3.3,0.83,1.8,4.9,1
2.5,0.85,2.9,4.0,0.86,1.9,5.1,0.77,2.0,3.8,0.81,2.8,5.6,0.64,3.3,6.6,1
6.5,0.47,4.5,7.7,0.49,2.6,8.6,0.53,2.1,10.0,0.45,2.0,11.2,0.43,2.2,9.2,0
7.9,0.56,2.3,8.0,0.76,1.9,9.0,0.8,3.1,9.1,0.92,3.1,13.0,0.72,1.7,15.1,1
13.9,0.48,4.2,10.8,0.83,3.1,10.7,0.81,1.4,11.9,0.65,1.8,12.8,0.58,2.3,13.0,1
14.6,0.49,1.9,15.2,0.42,2.0,16.2,0.4,1.6,15.8,0.49,1.6,16.1,0.56,1.6,14.6,0
10.1,0.35,4.6,10.9,0.38,2.5,12.3,0.42,2.5,9.9,0.58,3.0,8.3,0.78,3.2,4.2,0
5.3,0.64,3.0,7.3,0.6,2.2,8.2,0.62,2.0,9.5,0.63,1.7,11.0,0.61,2.4,12.0,1
8.6,0.79,4.4,12.1,0.58,2.3,13.4,0.48,2.3,14.3,0.46,2.8,16.2,0.47,1.9,15.7,0
19.1,0.37,1.6,21.2,0.4,2.1,20.0,0.42,2.4,20.3,0.4,3.0,20.9,0.41,2.5,20.7,0
20.8,0.36,1.9,22.5,0.36,1.7,22.3,0.39,2.0,20.8,0.39,3.2,17.8,0.37,4.0,17.7,0
13.5,0.38,4.0,13.1,0.46,2.5,11.5,0.68,2.4,12.5,0.62,2.3,10.0,0.74,2.0,11.6,1
13.7,0.66,2.7,14.0,0.7,3.7,13.2,0.85,3.5,14.4,0.65,4.3,15.0,0.46,3.8,11.5,0
14.5,0.75,2.4,13.9,0.44,3.0,13.4,0.5,2.5,13.9,0.69,2.3,12.6,0.8,1.9,15.0,1
16.4,0.7,2.8,17.3,0.57,3.2,17.2,0.46,2.0,18.3,0.57,2.1,21.7,0.41,2.8,23.2,1
20.7,0.63,1.7,12.2,0.84,3.7,10.6,0.86,3.6,14.8,0.58,2.7,17.6,0.52,1.8,18.6,1
16.9,0.72,3.2,16.6,0.68,2.6,15.5,0.76,3.0,17.2,0.7,2.0,17.3,0.58,3.7,14.5,0
15.1,0.58,2.2,15.1,0.63,2.3,15.4,0.72,1.6,14.5,0.87,2.9,16.4,0.78,1.5,18.4,1
20.1,0.6,1.3,21.5,0.61,1.3,23.7,0.51,1.7,24.2,0.54,1.6,23.5,0.5,1.5,23.5,0
22.6,0.6,2.9,19.3,0.76,2.2,20.4,0.64,2.3,21.0,0.6,1.9,17.0,0.79,1.8,17.3,1
15.4,0.76,5.4,15.3,0.58,4.3,14.2,0.84,1.8,14.9,0.84,1.7,15.7,0.77,3.3,13.3,0
12.5,0.84,2.8,14.8,0.85,2.4,15.9,0.74,1.6,14.8,0.84,2.5,15.1,0.76,3.2,14.7,0
14.8,0.69,2.4,15.8,0.61,3.3,14.8,0.65,3.2,14.2,0.81,1.7,15.2,0.88,1.9,15.9,1
15.0,0.71,2.9,14.9,0.66,1.9,14.9,0.65,1.4,15.4,0.68,2.5,15.7,0.83,1.4,12.9,0
14.9,0.57,2.6,14.4,0.55,2.4,15.9,0.61,1.3,13.7,0.77,2.4,14.7,0.76,1.7,15.4,1
14.3,0.78,4.1,11.6,0.85,2.0,12.7,0.76,2.0,11.3,0.73,4.7,12.1,0.77,4.2,12.0,0
12.2,0.78,3.9,10.2,0.82,3.2,11.7,0.81,2.9,10.8,0.68,2.6,9.2,0.69,1.6,8.7,0
8.7,0.75,2.3,7.7,0.71,2.0,7.9,0.7,1.4,8.6,0.73,1.7,10.0,0.88,1.6,10.0,0
10.6,0.8,1.1,11.3,0.8,1.3,11.8,0.74,1.8,11.3,0.77,1.1,10.2,0.81,0.9,12.1,1
12.0,0.74,2.7,8.6,0.57,2.3,7.8,0.68,1.7,7.1,0.86,3.3,7.8,0.86,2.0,7.0,0
7.6,0.88,3.0,6.6,0.81,3.3,5.0,0.83,3.0,6.2,0.74,1.8,6.0,0.77,1.3,9.9,1
10.8,0.79,1.4,9.8,0.89,2.2,11.8,0.75,2.5,8.2,0.72,2.0,9.1,0.81,2.5,7.8,0
5.4,0.8,1.7,6.1,0.82,1.3,5.1,0.69,1.6,4.1,0.87,1.0,6.1,0.73,1.7,10.6,1
9.8,0.67,5.0,5.4,0.67,3.4,6.3,0.83,3.5,10.3,0.75,4.3,9.0,0.73,6.4,9.0,0
4.8,0.74,2.7,0.7,0.83,1.5,0.1,0.85,2.5,2.0,0.88,3.5,1.6,0.7,3.9,-1.7,0
-0.2,0.88,0.9,1.5,0.89,1.0,1.4,0.88,0.8,1.0,0.88,0.6,3.1,0.8,2.8,2.1,0
4.8,0.93,2.1,6.5,0.86,3.6,5.9,0.81,4.0,4.0,0.85,2.4,1.6,0.86,2.5,-1.0,0
3.5,0.93,1.3,6.0,0.77,2.5,3.9,0.53,3.1,0.0,0.76,1.5,3.8,0.68,3.1,2.6,0
1.2,0.58,2.5,-1.2,0.45,2.5,1.0,0.47,3.4,-1.4,0.65,2.3,0.5,0.49,6.2,1.7,1
1.1,0.82,1.2,7.1,0.77,4.9,1.2,0.85,1.5,1.6,0.9,4.7,1.1,0.91,1.9,-0.4,0
0.3,0.86,4.5,0.0,0.93,0.7,-1.0,0.88,1.9,-0.7,0.87,6.6,-0.1,0.83,2.5,-4.3,0
0.4,0.94,1.3,-3.4,0.96,1.6,-5.7,0.85,3.5,-1.7,0.79,4.9,-2.7,0.79,2.0,-2.7,0
-0.3,0.89,5.1,1.1,0.91,2.1,1.9,0.95,3.6,2.5,0.92,3.6,5.7,0.91,5.2,1.5,0
2.4,0.87,2.9,1.1,0.83,2.0,3.9,0.63,3.3,-0.9,0.75,1.0,-0.5,0.77,1.7,-2.9,0
-5.1,0.9,1.0,-4.4,0.89,0.5,-1.8,0.87,0.4,-3.2,0.87,0.9,-6.9,0.91,0.9,-8.4,0
-6.4,0.86,1.0,-6.8,0.76,1.3,-4.8,0.82,1.7,-8.9,0.79,1.8,-9.8,0.84,0.6,-4.9,1
-4.0,0.51,2.9,-3.6,0.84,1.0,-0.8,0.88,1.6,-2.0,0.93,1.9,4.4,0.87,5.8,6.0,1
3.0,0.88,2.1,0.3,0.64,2.5,-4.5,0.61,3.0,-6.5,0.81,1.7,-3.0,0.79,2.6,-2.3,1
-0.2,0.9,3.2,1.1,0.9,4.6,2.6,0.89,3.8,0.8,0.89,2.7,0.1,0.85,4.1,0.2,1
1.2,0.91,2.1,0.7,0.85,1.1,-2.7,0.88,1.4,-4.0,0.89,1.6,-5.2,0.92,1.8,-4.8,1
-4.8,0.91,1.5,-6.4,0.86,1.9,-9.2,0.85,2.1,-8.4,0.83,3.3,-5.8,0.87,2.3,-2.9,1
-3.0,0.86,4.8,-4.7,0.88,4.3,-5.6,0.84,1.4,-9.6,0.83,1.1,-8.3,0.87,1.4,-8.6,0
-11.2,0.79,0.7,-7.4,0.79,1.2,-7.9,0.8,0.6,-6.3,0.85,0.5,-4.9,0.86,1.8,-6.0,0
-4.8,0.83,1.3,-4.5,0.87,1.7,-4.4,0.86,1.5,-1.9,0.93,2.3,-0.4,0.95,1.3,-0.3,1
-1.2,0.93,0.9,-0.9,0.93,1.4,-0.5,0.84,1.1,-1.8,0.73,1.7,-4.6,0.63,0.7,-1.8,1
-0.1,0.89,1.3,1.5,0.93,2.1,3.1,0.81,2.7,1.5,0.82,4.3,2.0,0.75,4.5,0.1,0
0.4,0.93,2.0,1.3,0.92,2.3,0.5,0.8,1.6,0.9,0.77,0.9,-0.9,0.86,1.6,0.1,1
0.1,0.9,2.3,2.1,0.77,2.3,1.6,0.91,1.2,4.7,0.51,4.7,4.3,0.56,2.0,2.9,0
0.8,0.68,0.9,2.7,0.69,1.0,2.9,0.71,1.6,3.7,0.42,3.3,-1.4,0.41,3.1,-2.0,0
-1.4,0.61,2.5,-1.7,0.8,5.2,0.6,0.71,2.9,1.0,0.7,1.7,2.1,0.82,3.4,4.7,1
5.7,0.46,1.8,4.9,0.69,1.6,2.1,0.91,1.3,1.1,0.94,1.1,5.4,0.72,2.1,6.8,1
5.4,0.67,1.5,4.6,0.88,2.3,5.7,0.88,2.3,6.7,0.82,1.6,8.1,0.65,1.6,7.5,0
6.7,0.88,2.3,7.7,0.79,3.4,9.9,0.68,1.8,7.8,0.69,1.9,9.4,0.57,2.6,5.5,0
6.8,0.66,2.4,8.7,0.58,2.8,8.7,0.56,2.1,8.8,0.66,1.6,9.9,0.57,2.6,9.5,0
10.7,0.59,2.4,10.1,0.69,2.2,12.7,0.68,2.2,10.7,0.81,1.9,11.1,0.73,5.1,13.7,1
13.8,0.47,2.0,10.3,0.7,2.5,10.3,0.57,1.9,10.6,0.49,2.5,10.5,0.58,3.7,10.0,0
8.5,0.65,3.9,8.4,0.76,4.1,9.6,0.67,4.1,9.3,0.7,2.3,9.5,0.46,4.0,11.9,1
12.0,0.43,3.0,9.9,0.55,4.0,12.1,0.39,3.7,12.0,0.55,3.8,13.1,0.41,3.3,9.5,0
12.2,0.77,2.8,11.6,0.81,2.2,11.4,0.8,1.7,10.3,0.85,2.1,15.0,0.59,2.5,14.4,0
15.6,0.64,2.5,12.7,0.85,2.7,12.8,0.6,4.6,13.1,0.44,4.9,14.8,0.45,2.2,18.3,1
19.5,0.49,1.8,20.4,0.45,2.2,14.9,0.42,5.9,10.9,0.39,5.6,8.3,0.55,5.8,11.3,1
11.6,0.49,2.7,12.2,0.64,2.2,12.0,0.58,1.8,13.0,0.51,2.1,11.9,0.66,2.6,13.1,1
13.3,0.76,4.8,15.9,0.59,3.7,15.1,0.43,3.9,14.0,0.38,3.5,12.8,0.49,2.0,14.4,1
11.6,0.82,2.3,12.8,0.69,2.3,12.9,0.77,1.8,16.1,0.54,2.5,16.5,0.6,3.0,17.7,1
20.9,0.45,1.7,22.6,0.42,2.8,22.3,0.4,2.9,22.4,0.41,1.7,24.3,0.39,2.1,25.4,1
24.7,0.42,2.1,24.5,0.5,1.6,24.7,0.54,1.6,24.0,0.59,2.0,22.7,0.6,2.0,15.6,0
14.0,0.88,2.5,15.4,0.79,2.0,16.9,0.77,3.1,15.0,0.76,3.8,15.0,0.72,2.5,14.8,0
16.2,0.68,2.2,16.2,0.76,1.3,17.4,0.74,2.9,17.3,0.72,2.0,18.5,0.7,2.4,18.8,1
18.8,0.65,4.2,16.4,0.86,1.5,16.6,0.77,2.3,15.8,0.67,2.3,14.9,0.76,1.8,16.2,1
18.0,0.71,1.9,16.2,0.81,1.5,17.3,0.69,2.2,15.4,0.81,3.0,17.0,0.77,2.7,15.5,0
15.0,0.87,3.4,15.4,0.81,3.1,16.1,0.68,1.6,17.1,0.65,1.5,14.9,0.89,3.4,16.6,1
18.0,0.74,1.6,18.8,0.68,1.8,20.0,0.64,1.6,20.4,0.68,2.0,17.9,0.86,1.5,16.7,0
17.6,0.75,1.8,16.5,0.66,2.4,13.9,0.67,2.5,14.4,0.6,2.0,12.8,0.84,2.1,16.7,1
15.2,0.76,1.4,15.8,0.61,2.4,15.2,0.66,3.0,17.7,0.75,2.5,18.0,0.8,3.4,16.2,0
14.6,0.71,1.9,15.9,0.74,1.5,17.1,0.73,2.0,16.0,0.86,1.9,14.9,0.91,2.3,15.6,1
13.9,0.75,4.5,13.3,0.68,3.2,12.6,0.86,2.1,17.3,0.85,3.6,14.3,0.81,3.2,13.1,0
13.8,0.88,2.9,14.5,0.73,3.3,14.3,0.67,1.9,12.9,0.82,2.6,14.4,0.8,3.0,17.5,1
13.3,0.64,1.4,13.1,0.7,1.4,13.3,0.63,2.5,15.2,0.55,4.2,13.3,0.61,3.7,12.1,0
11.9,0.64,2.6,11.0,0.67,1.3,13.8,0.72,1.3,13.8,0.79,2.6,11.6,0.9,1.3,10.8,0
14.8,0.75,4.3,12.0,0.66,2.7,11.7,0.59,2.8,13.2,0.73,1.8,14.0,0.76,1.4,12.8,0
10.0,0.57,3.9,7.2,0.53,2.6,6.4,0.66,1.6,5.9,0.69,3.3,4.8,0.67,1.7,4.2,0
6.1,0.76,2.4,6.6,0.62,2.0,5.0,0.82,2.6,7.6,0.71,3.0,4.9,0.72,2.4,5.5,1
4.8,0.7,2.4,4.7,0.85,3.6,5.1,0.7,3.3,4.1,0.52,3.7,1.7,0.7,1.3,2.7,1
6.7,0.67,5.1,6.6,0.57,3.0,3.0,0.79,0.7,2.8,0.81,1.3,3.9,0.83,1.8,5.8,1
6.0,0.77,4.3,5.4,0.78,4.8,3.5,0.81,3.4,5.9,0.89,3.5,6.2,0.84,1.7,3.3,0
1.0,0.86,0.6,0.9,0.84,0.8,0.0,0.91,0.7,1.5,0.9,1.0,3.1,0.87,2.0,2.8,0
4.6,0.9,3.1,2.2,0.72,5.1,0.9,0.81,5.9,1.7,0.82,3.4,6.3,0.88,2.8,5.7,0
4.4,0.77,3.3,1.1,0.8,4.0,0.8,0.75,2.6,0.5,0.7,1.7,-0.1,0.75,3.0,3.1,1
8.0,0.93,1.7,5.4,0.92,1.8,6.9,0.9,2.5,5.3,0.91,2.3,2.3,0.94,1.4,8.7,1
4.4,0.91,1.2,5.2,0.94,2.0,7.1,0.93,2.7,3.4,0.9,1.4,5.3,0.9,3.6,7.0,1
4.8,0.85,2.1,3.5,0.91,0.5,1.5,0.85,1.9,1.3,0.86,3.2,-2.8,0.81,0.9,-5.9,0
-4.0,0.77,3.4,0.9,0.88,4.8,2.0,0.92,4.1,3.0,0.88,2.8,2.3,0.93,3.1,4.0,1
3.0,0.91,0.9,2.7,0.91,2.0,3.1,0.84,2.4,3.6,0.71,4.5,-1.6,0.9,0.2,-1.5,1
-2.5,0.84,1.8,-3.8,0.76,5.7,-7.8,0.7,6.8,-11.8,0.77,1.9,-8.9,0.84,1.7,-7.7,1
-9.2,0.84,1.0,-7.3,0.85,2.4,-5.1,0.8,2.7,-0.6,0.93,2.6,-0.4,0.87,6.9,-5.2,0
-7.1,0.88,1.5,-10.1,0.88,1.2,-13.1,0.88,0.7,-15.7,0.85,0.6,-10.8,0.88,0.6,-7.7,1
